"TIME","GEO","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2010","Belgium","Less than 25 years","Thousand persons","Total","96",""
"2010","Belgium","Less than 25 years","Percentage of total population","Total","7.3",""
"2010","Belgium","Less than 25 years","Percentage of active population","Total","22.4",""
"2010","Bulgaria","Total","Thousand persons","Total","352","i"
"2010","Bulgaria","Total","Percentage of total population","Total","6.0","i"
"2010","Bulgaria","Total","Percentage of active population","Total","10.3","i"
"2010","Bulgaria","Less than 25 years","Thousand persons","Total","61","i"
"2010","Bulgaria","Less than 25 years","Percentage of total population","Total","6.8","i"
"2010","Bulgaria","Less than 25 years","Percentage of active population","Total","21.9","i"
"2010","Czech Republic","Total","Thousand persons","Total","384",""
"2010","Czech Republic","Total","Percentage of total population","Total","4.6",""
"2010","Czech Republic","Total","Percentage of active population","Total","7.3",""
"2010","Czech Republic","Less than 25 years","Thousand persons","Total","73",""
"2010","Czech Republic","Less than 25 years","Percentage of total population","Total","5.7",""
"2010","Czech Republic","Less than 25 years","Percentage of active population","Total","18.3",""
"2010","Denmark","Total","Thousand persons","Total","218",""
"2010","Denmark","Total","Percentage of total population","Total","5.3",""
"2010","Denmark","Total","Percentage of active population","Total","7.5",""
"2010","Denmark","Less than 25 years","Thousand persons","Total","64",""
"2010","Denmark","Less than 25 years","Percentage of total population","Total","9.4",""
"2010","Denmark","Less than 25 years","Percentage of active population","Total","13.9",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Thousand persons","Total","2,821",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Percentage of total population","Total","4.6",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Percentage of active population","Total","7.0",""
"2010","Germany (until 1990 former territory of the FRG)","Less than 25 years","Thousand persons","Total","436",""
"2010","Germany (until 1990 former territory of the FRG)","Less than 25 years","Percentage of total population","Total","5.0",""
"2010","Germany (until 1990 former territory of the FRG)","Less than 25 years","Percentage of active population","Total","9.8",""
"2010","Estonia","Total","Thousand persons","Total","114",""
"2010","Estonia","Total","Percentage of total population","Total","11.1",""
"2010","Estonia","Total","Percentage of active population","Total","16.7",""
"2010","Estonia","Less than 25 years","Thousand persons","Total","22",""
"2010","Estonia","Less than 25 years","Percentage of total population","Total","12.4",""
"2010","Estonia","Less than 25 years","Percentage of active population","Total","32.9",""
"2010","Ireland","Total","Thousand persons","Total","303",""
"2010","Ireland","Total","Percentage of total population","Total","9.0",""
"2010","Ireland","Total","Percentage of active population","Total","13.9",""
"2010","Ireland","Less than 25 years","Thousand persons","Total","73",""
"2010","Ireland","Less than 25 years","Percentage of total population","Total","12.0",""
"2010","Ireland","Less than 25 years","Percentage of active population","Total","27.6",""
"2010","Greece","Total","Thousand persons","Total","639",""
"2010","Greece","Total","Percentage of total population","Total","7.6",""
"2010","Greece","Total","Percentage of active population","Total","12.7",""
"2010","Greece","Less than 25 years","Thousand persons","Total","117",""
"2010","Greece","Less than 25 years","Percentage of total population","Total","9.9",""
"2010","Greece","Less than 25 years","Percentage of active population","Total","33.0",""
"2010","Spain","Total","Thousand persons","Total","4,640",""
"2010","Spain","Total","Percentage of total population","Total","13.1",""
"2010","Spain","Total","Percentage of active population","Total","19.9",""
"2010","Spain","Less than 25 years","Thousand persons","Total","858",""
"2010","Spain","Less than 25 years","Percentage of total population","Total","17.7",""
"2010","Spain","Less than 25 years","Percentage of active population","Total","41.5",""
"2010","France","Total","Thousand persons","Total","2,680",""
"2010","France","Total","Percentage of total population","Total","5.6",""
"2010","France","Total","Percentage of active population","Total","9.3",""
"2010","France","Less than 25 years","Thousand persons","Total","687",""
"2010","France","Less than 25 years","Percentage of total population","Total","8.8",""
"2010","France","Less than 25 years","Percentage of active population","Total","23.3",""
"2010","Croatia","Total","Thousand persons","Total","222",""
"2010","Croatia","Total","Percentage of total population","Total","6.7",""
"2010","Croatia","Total","Percentage of active population","Total","11.7",""
"2010","Croatia","Less than 25 years","Thousand persons","Total","59",""
"2010","Croatia","Less than 25 years","Percentage of total population","Total","11.6",""
"2010","Croatia","Less than 25 years","Percentage of active population","Total","32.4",""
"2010","Italy","Total","Thousand persons","Total","2,056",""
"2010","Italy","Total","Percentage of total population","Total","4.6",""
"2010","Italy","Total","Percentage of active population","Total","8.4",""
"2010","Italy","Less than 25 years","Thousand persons","Total","469",""
"2010","Italy","Less than 25 years","Percentage of total population","Total","7.8",""
"2010","Italy","Less than 25 years","Percentage of active population","Total","27.9",""
"2010","Cyprus","Total","Thousand persons","Total","26",""
"2010","Cyprus","Total","Percentage of total population","Total","4.3",""
"2010","Cyprus","Total","Percentage of active population","Total","6.3",""
"2010","Cyprus","Less than 25 years","Thousand persons","Total","7",""
"2010","Cyprus","Less than 25 years","Percentage of total population","Total","6.7",""
"2010","Cyprus","Less than 25 years","Percentage of active population","Total","16.6",""
"2010","Latvia","Total","Thousand persons","Total","206",""
"2010","Latvia","Total","Percentage of total population","Total","12.6",""
"2010","Latvia","Total","Percentage of active population","Total","19.5",""
"2010","Latvia","Less than 25 years","Thousand persons","Total","42",""
"2010","Latvia","Less than 25 years","Percentage of total population","Total","14.4",""
"2010","Latvia","Less than 25 years","Percentage of active population","Total","36.2",""
"2010","Lithuania","Total","Thousand persons","Total","270",""
"2010","Lithuania","Total","Percentage of total population","Total","11.1",""
"2010","Lithuania","Total","Percentage of active population","Total","17.8",""
"2010","Lithuania","Less than 25 years","Thousand persons","Total","47",""
"2010","Lithuania","Less than 25 years","Percentage of total population","Total","10.2",""
"2010","Lithuania","Less than 25 years","Percentage of active population","Total","35.7",""
"2010","Luxembourg","Total","Thousand persons","Total","11",""
"2010","Luxembourg","Total","Percentage of total population","Total","2.7",""
"2010","Luxembourg","Total","Percentage of active population","Total","4.6",""
"2010","Luxembourg","Less than 25 years","Thousand persons","Total","2",""
"2010","Luxembourg","Less than 25 years","Percentage of total population","Total","3.5",""
"2010","Luxembourg","Less than 25 years","Percentage of active population","Total","15.8",""
"2010","Hungary","Total","Thousand persons","Total","469",""
"2010","Hungary","Total","Percentage of total population","Total","6.1",""
"2010","Hungary","Total","Percentage of active population","Total","11.2",""
"2010","Hungary","Less than 25 years","Thousand persons","Total","78",""
"2010","Hungary","Less than 25 years","Percentage of total population","Total","6.6",""
"2010","Hungary","Less than 25 years","Percentage of active population","Total","26.4",""
"2010","Malta","Total","Thousand persons","Total","12",""
"2010","Malta","Total","Percentage of total population","Total","3.7",""
"2010","Malta","Total","Percentage of active population","Total","6.9",""
"2010","Malta","Less than 25 years","Thousand persons","Total","4",""
"2010","Malta","Less than 25 years","Percentage of total population","Total","6.7",""
"2010","Malta","Less than 25 years","Percentage of active population","Total","13.2",""
"2010","Netherlands","Total","Thousand persons","Total","435",""
"2010","Netherlands","Total","Percentage of total population","Total","3.1",""
"2010","Netherlands","Total","Percentage of active population","Total","5.0",""
"2010","Netherlands","Less than 25 years","Thousand persons","Total","152",""
"2010","Netherlands","Less than 25 years","Percentage of total population","Total","6.0",""
"2010","Netherlands","Less than 25 years","Percentage of active population","Total","11.1",""
"2010","Austria","Total","Thousand persons","Total","203",""
"2010","Austria","Total","Percentage of total population","Total","3.2",""
"2010","Austria","Total","Percentage of active population","Total","4.8",""
"2010","Austria","Less than 25 years","Thousand persons","Total","54",""
"2010","Austria","Less than 25 years","Percentage of total population","Total","5.5",""
"2010","Austria","Less than 25 years","Percentage of active population","Total","9.5",""
"2010","Poland","Total","Thousand persons","Total","1,650",""
"2010","Poland","Total","Percentage of total population","Total","5.8",""
"2010","Poland","Total","Percentage of active population","Total","9.7",""
"2010","Poland","Less than 25 years","Thousand persons","Total","412",""
"2010","Poland","Less than 25 years","Percentage of total population","Total","8.2",""
"2010","Poland","Less than 25 years","Percentage of active population","Total","23.7",""
